id,username,created_at,lng,lat,text
1517614902197768192,_Brower,Fri Apr 22 21:22:43 +0000 2022,-73.03392366,41.22465518,Ice cream after swim practice 🍨🍦 @ The Sundae House https://t.co/KBNVFSNS3M
1517614910045310981,Chris_has_2dogs,Fri Apr 22 21:22:45 +0000 2022,-74.1119715,40.7922005,@JenJenn010 They will need the revenue since they lost their tax exemption.
1517614916768833537,quotesfromallah,Fri Apr 22 21:22:46 +0000 2022,-74.00589108,40.71270142,"Just posted a photo @ New York City, N.Y. https://t.co/6umXed7l0h"
1517614917385396224,NOWWHAT53,Fri Apr 22 21:22:46 +0000 2022,-71.683502,42.036939000000004,@CluckyBanana @squibmc @Here4TheC00k13s @GoodCit26454568 @MyAlterEgo213 @NickyNoCoin @AaronParnas You haven’t estab… https://t.co/ySzQaFgnVp
1517614926210256898,gntlmnking,Fri Apr 22 21:22:48 +0000 2022,-73.8494415,40.8503475,A ruffled mind makes a restless pillow.
1517614933424418817,mackette52,Fri Apr 22 21:22:50 +0000 2022,-77.60468399999999,41.1179365,@BarackObama HEY @BarackObamaGo sell yourBULLSHIT somewhere else...We're all stocked up here...Thanks2 YOUR PAL #DementiaJoe
1517614935328665600,MetsVetDog,Fri Apr 22 21:22:51 +0000 2022,-73.9487755,40.655138,Caption contest!! What am I thinking? 💭🐾 https://t.co/7FewrzSJIn
1517614941804527616,tmj_nj_adm,Fri Apr 22 21:22:52 +0000 2022,-74.3046712,40.6975106,"If jobs with titles like ""Cloud Engineer (Remote)"" sound appealing to you, follow us to hear about these types of o… https://t.co/FLdweewwqm"
1517614948721045508,Reported_NYC,Fri Apr 22 21:22:54 +0000 2022,-74.0056102,40.7360727,CADILLAC Escalade ESV OSCAR LIMOUSINE  driver T768166C blocked the crosswalk near 295 W 11th St on April 22 and has… https://t.co/D1IsVff3Be
1517614961169682434,smalltownbi,Fri Apr 22 21:22:57 +0000 2022,-77.60468399999999,41.1179365,I need some DC and Maryland gays so I have some friends if I move down there.
1517614967842820098,JosephC26713261,Fri Apr 22 21:22:58 +0000 2022,-73.9487755,40.655138,@AdamKinzinger @GOPLeader These two men's have  serious ego problems and shouldn't be allowed to be the type of lea… https://t.co/vXHEIKiZpP
1517614982376132608,RobynJLeader,Fri Apr 22 21:23:02 +0000 2022,-73.9685415,40.780709,"@MollyJongFast Was he “groomed” by Disney? How about his teachers? Oh wait, wasn’t he homeschooled.  The Republic… https://t.co/UVSC46BxKa"
